time	I(L1)
6.126703393754268e-002	2.758177e-002
6.137703393754279e-002	3.097220e-002
6.137803393754279e-002	3.100295e-002
6.152417679468580e-002	3.548684e-002
6.167031965182880e-002	3.994475e-002
6.181646250897181e-002	4.437670e-002
6.196260536611480e-002	4.878267e-002
6.210874822325781e-002	5.316268e-002
6.225489108040081e-002	5.751671e-002
6.240103393754382e-002	6.184478e-002
6.240203393754382e-002	6.187429e-002
6.342603393754484e-002	9.137245e-002
6.445003393754586e-002	1.193118e-001
6.547403393754689e-002	1.455242e-001
6.649803393754791e-002	1.698594e-001
6.752203393754894e-002	1.921860e-001
6.854603393754996e-002	2.123919e-001
6.957003393755099e-002	2.303842e-001
7.059403393755201e-002	2.460899e-001
7.161803393755303e-002	2.594556e-001
7.264203393755406e-002	2.704472e-001
7.366603393755508e-002	2.790499e-001
7.469003393755611e-002	2.852675e-001
7.571403393755713e-002	2.891219e-001
7.673803393755815e-002	2.906527e-001
7.776203393755918e-002	2.899157e-001
7.790560536613075e-002	2.896345e-001
7.804917679470232e-002	2.893108e-001
7.819274822327389e-002	2.889448e-001
7.833631965184547e-002	2.885364e-001
7.847989108041704e-002	2.880856e-001
7.862346250898861e-002	2.875924e-001
7.876703393756018e-002	2.870568e-001
7.878603393756020e-002	2.869829e-001
7.893217679470320e-002	2.863894e-001
7.907831965184621e-002	2.857539e-001
7.922446250898921e-002	2.850764e-001
7.937060536613222e-002	2.843569e-001
7.951674822327522e-002	2.835954e-001
7.966289108041823e-002	2.827919e-001
7.980903393756123e-002	2.819464e-001
7.981003393756123e-002	2.819405e-001
7.995617679470422e-002	2.810537e-001
8.010231965184723e-002	2.801271e-001
8.024846250899023e-002	2.791606e-001
8.039460536613324e-002	2.781544e-001
8.054074822327624e-002	2.771082e-001
8.068689108041925e-002	2.760223e-001
8.083303393756225e-002	2.748965e-001
8.083403393756225e-002	2.748887e-001
8.185803393756327e-002	2.659400e-001
8.288203393756430e-002	2.552181e-001
8.390603393756532e-002	2.428567e-001
8.493003393756635e-002	2.289982e-001
8.595403393756737e-002	2.137921e-001
8.697803393756839e-002	1.973942e-001
8.800203393756942e-002	1.799645e-001
8.902603393757044e-002	1.616665e-001
9.005003393757147e-002	1.426653e-001
9.107403393757249e-002	1.231269e-001
9.209803393757352e-002	1.032163e-001
9.312203393757454e-002	8.309667e-002
9.414603393757556e-002	6.292798e-002
9.517003393757659e-002	4.286594e-002
9.619403393757761e-002	2.306087e-002
9.634017679472061e-002	2.026277e-002
9.648631965186362e-002	1.747425e-002
9.663246250900662e-002	1.469532e-002
9.677860536614963e-002	1.192598e-002
9.692474822329263e-002	9.166220e-003
9.707089108043564e-002	6.416051e-003
9.721703393757863e-002	3.675469e-003
9.721803393757864e-002	3.656760e-003
9.724646250900723e-002	3.125108e-003
9.727489108043584e-002	2.593880e-003
9.730331965186444e-002	2.063077e-003
9.733174822329303e-002	1.532700e-003
9.736017679472163e-002	1.002747e-003
9.738860536615024e-002	4.732186e-004
9.741703393757883e-002	-5.588471e-005
9.753474822329324e-002	-2.242545e-003
9.765246250900764e-002	-4.421064e-003
9.777017679472204e-002	-6.591442e-003
9.788789108043645e-002	-8.753680e-003
9.800560536615086e-002	-1.090778e-002
9.812331965186526e-002	-1.305373e-002
9.824103393757966e-002	-1.519155e-002
9.824203393757966e-002	-1.520967e-002
9.838817679472266e-002	-1.785167e-002
9.853431965186567e-002	-2.047885e-002
9.868046250900867e-002	-2.309120e-002
9.882660536615168e-002	-2.568873e-002
