time	I(L1)
3.680315927670892e-002	2.879936e-001
3.680415927670892e-002	2.880009e-001
3.695030213385193e-002	2.890623e-001
3.709644499099493e-002	2.901218e-001
3.724258784813794e-002	2.911791e-001
3.738873070528093e-002	2.922344e-001
3.753487356242394e-002	2.932877e-001
3.768101641956694e-002	2.943389e-001
3.782715927670995e-002	2.953880e-001
3.782815927670995e-002	2.953952e-001
3.797430213385295e-002	2.964423e-001
3.812044499099596e-002	2.974873e-001
3.826658784813896e-002	2.985304e-001
3.841273070528196e-002	2.995714e-001
3.855887356242496e-002	3.006103e-001
3.870501641956797e-002	3.016473e-001
3.885115927671097e-002	3.026822e-001
3.885215927671097e-002	3.026893e-001
3.899830213385398e-002	3.037221e-001
3.914444499099698e-002	3.047530e-001
3.929058784813998e-002	3.057819e-001
3.943673070528298e-002	3.068088e-001
3.958287356242599e-002	3.078337e-001
3.972901641956899e-002	3.088565e-001
3.987515927671199e-002	3.098774e-001
3.987615927671200e-002	3.098844e-001
4.090015927671302e-002	3.169819e-001
4.192415927671404e-002	3.239832e-001
4.294815927671507e-002	3.308896e-001
4.397215927671609e-002	3.377022e-001
4.499615927671712e-002	3.444225e-001
4.602015927671814e-002	3.510516e-001
4.704415927671916e-002	3.575908e-001
4.806815927672019e-002	3.640413e-001
4.909215927672121e-002	3.704043e-001
5.011615927672224e-002	3.766811e-001
5.114015927672326e-002	3.828726e-001
5.216415927672428e-002	3.889803e-001
5.318815927672531e-002	3.950050e-001
5.421215927672633e-002	4.009481e-001
5.523615927672736e-002	4.068106e-001
5.626015927672838e-002	4.125935e-001
5.728415927672940e-002	4.182981e-001
5.830815927673043e-002	4.239252e-001
5.933215927673145e-002	4.294761e-001
6.035615927673248e-002	4.349516e-001
6.138015927673350e-002	4.403529e-001
6.240415927673453e-002	4.456809e-001
6.342815927673555e-002	4.509367e-001
6.445215927673657e-002	4.561212e-001
6.547615927673760e-002	4.612353e-001
6.650015927673862e-002	4.662802e-001
6.752415927673965e-002	4.712565e-001
6.854815927674067e-002	4.761654e-001
6.957215927674169e-002	4.810077e-001
7.059615927674272e-002	4.857844e-001
7.162015927674374e-002	4.904962e-001
7.264415927674477e-002	4.951442e-001
7.366815927674579e-002	4.997291e-001
7.469215927674681e-002	5.042518e-001
7.571615927674784e-002	5.087132e-001
7.674015927674886e-002	5.131140e-001
7.776415927674989e-002	5.174552e-001
7.878815927675091e-002	5.217375e-001
7.981215927675193e-002	5.259618e-001
8.083615927675296e-002	5.301287e-001
8.186015927675398e-002	5.342391e-001
8.288415927675501e-002	5.382938e-001
8.390815927675603e-002	5.422935e-001
8.493215927675706e-002	5.462389e-001
8.595615927675808e-002	5.501308e-001
8.698015927675910e-002	5.539700e-001
8.800415927676013e-002	5.577570e-001
8.902815927676115e-002	5.614927e-001
9.005215927676218e-002	5.651777e-001
9.107615927676320e-002	5.688128e-001
9.210015927676422e-002	5.723985e-001
9.312415927676525e-002	5.759357e-001
9.414815927676627e-002	5.794249e-001
9.517215927676730e-002	5.828667e-001
9.619615927676832e-002	5.862618e-001
9.722015927676934e-002	5.896109e-001
9.824415927677037e-002	5.929146e-001
9.926815927677139e-002	5.961735e-001
1.002921592767724e-001	5.993881e-001
1.013161592767734e-001	6.025591e-001
1.023401592767745e-001	6.056873e-001
1.033641592767755e-001	6.087729e-001
1.043881592767765e-001	6.118166e-001
1.054121592767775e-001	6.148192e-001
1.064361592767786e-001	6.177809e-001
1.074601592767796e-001	6.207026e-001
1.084841592767806e-001	6.235845e-001
1.095081592767816e-001	6.264274e-001
1.105321592767827e-001	6.292318e-001
1.115561592767837e-001	6.319981e-001
1.125801592767847e-001	6.347268e-001
1.136041592767857e-001	6.374186e-001
1.146281592767868e-001	6.400739e-001
1.156521592767878e-001	6.426932e-001
1.166761592767888e-001	6.452769e-001
1.177001592767898e-001	6.478255e-001
1.187241592767909e-001	6.503397e-001
1.197481592767919e-001	6.528197e-001
1.207721592767929e-001	6.552661e-001
1.217961592767939e-001	6.576793e-001
1.228201592767950e-001	6.600598e-001
1.238441592767960e-001	6.624080e-001
1.248681592767970e-001	6.647243e-001
1.258921592767980e-001	6.670092e-001
1.269161592767990e-001	6.692632e-001
1.279401592768001e-001	6.714866e-001
1.289641592768011e-001	6.736798e-001
1.299881592768021e-001	6.758432e-001
1.310121592768031e-001	6.779773e-001
1.320361592768042e-001	6.800825e-001
1.330601592768052e-001	6.821591e-001
1.340841592768062e-001	6.842076e-001
1.351081592768072e-001	6.862283e-001
1.361321592768083e-001	6.882216e-001
1.371561592768093e-001	6.901878e-001
1.381801592768103e-001	6.921273e-001
1.392041592768113e-001	6.940406e-001
1.402281592768123e-001	6.959279e-001
1.412521592768134e-001	6.977897e-001
1.422761592768144e-001	6.996261e-001
1.433001592768154e-001	7.014377e-001
1.443241592768164e-001	7.032247e-001
1.453481592768175e-001	7.049874e-001
1.463721592768185e-001	7.067263e-001
1.473961592768195e-001	7.084416e-001
1.484201592768205e-001	7.101336e-001
1.494441592768216e-001	7.118026e-001
1.504681592768226e-001	7.134490e-001
1.514921592768236e-001	7.150731e-001
1.525161592768246e-001	7.166752e-001
1.535401592768257e-001	7.182555e-001
1.545641592768267e-001	7.198144e-001
1.555881592768277e-001	7.213521e-001
1.566121592768287e-001	7.228690e-001
1.576361592768298e-001	7.243654e-001
1.586601592768308e-001	7.258413e-001
1.596841592768318e-001	7.272974e-001
1.607081592768328e-001	7.287336e-001
1.617321592768339e-001	7.301504e-001
1.627561592768349e-001	7.315480e-001
1.637801592768359e-001	7.329266e-001
1.648041592768369e-001	7.342865e-001
1.658281592768379e-001	7.356279e-001
1.668521592768390e-001	7.369512e-001
1.678761592768400e-001	7.382566e-001
1.689001592768410e-001	7.395442e-001
1.699241592768420e-001	7.408143e-001
1.709481592768431e-001	7.420673e-001
1.719721592768441e-001	7.433032e-001
1.729961592768451e-001	7.445224e-001
1.740201592768461e-001	7.457250e-001
1.750441592768472e-001	7.469113e-001
1.760681592768482e-001	7.480816e-001
1.770921592768492e-001	7.492360e-001
1.781161592768502e-001	7.503747e-001
1.791401592768513e-001	7.514979e-001
1.801641592768523e-001	7.526060e-001
1.811881592768533e-001	7.536990e-001
1.822121592768543e-001	7.547772e-001
1.832361592768554e-001	7.558407e-001
1.842601592768564e-001	7.568899e-001
1.852841592768574e-001	7.579247e-001
1.863081592768584e-001	7.589456e-001
1.873321592768595e-001	7.599527e-001
1.883561592768605e-001	7.609460e-001
1.893801592768615e-001	7.619259e-001
1.904041592768625e-001	7.628925e-001
1.914281592768636e-001	7.638460e-001
1.924521592768646e-001	7.647865e-001
1.934761592768656e-001	7.657143e-001
1.945001592768666e-001	7.666296e-001
1.955241592768676e-001	7.675324e-001
1.965481592768687e-001	7.684230e-001
1.975721592768697e-001	7.693014e-001
1.985961592768707e-001	7.701680e-001
1.996201592768717e-001	7.710228e-001
2.006441592768728e-001	7.718660e-001
2.016681592768738e-001	7.726978e-001
2.026921592768748e-001	7.735183e-001
2.037161592768758e-001	7.743277e-001
2.047401592768769e-001	7.751261e-001
2.057641592768779e-001	7.759137e-001
2.067881592768789e-001	7.766905e-001
2.078121592768799e-001	7.774569e-001
2.088361592768810e-001	7.782128e-001
2.098601592768820e-001	7.789586e-001
2.108841592768830e-001	7.796941e-001
2.119081592768840e-001	7.804198e-001
2.129321592768851e-001	7.811356e-001
2.139561592768861e-001	7.818416e-001
2.149801592768871e-001	7.825381e-001
2.160041592768881e-001	7.832251e-001
2.170281592768892e-001	7.839029e-001
2.180521592768902e-001	7.845714e-001
2.190761592768912e-001	7.852309e-001
2.201001592768922e-001	7.858814e-001
2.211241592768933e-001	7.865231e-001
2.221481592768943e-001	7.871560e-001
2.231721592768953e-001	7.877805e-001
2.241961592768963e-001	7.883964e-001
2.252201592768973e-001	7.890040e-001
2.262441592768984e-001	7.896034e-001
2.272681592768994e-001	7.901946e-001
2.282921592769004e-001	7.907777e-001
2.293161592769014e-001	7.913530e-001
2.303401592769025e-001	7.919205e-001
2.313641592769035e-001	7.924803e-001
2.323881592769045e-001	7.930325e-001
2.334121592769055e-001	7.935773e-001
2.344361592769066e-001	7.941145e-001
2.354601592769076e-001	7.946446e-001
2.364841592769086e-001	7.951674e-001
2.375081592769096e-001	7.956832e-001
2.385321592769107e-001	7.961919e-001
2.395561592769117e-001	7.966938e-001
2.405801592769127e-001	7.971889e-001
2.416041592769137e-001	7.976772e-001
2.426281592769148e-001	7.981589e-001
2.436521592769158e-001	7.986341e-001
2.446761592769168e-001	7.991028e-001
2.457001592769178e-001	7.995652e-001
2.467241592769189e-001	8.000213e-001
2.477481592769199e-001	8.004712e-001
2.487721592769209e-001	8.009151e-001
2.497961592769219e-001	8.013529e-001
2.508201592769002e-001	8.017847e-001
2.518441592768728e-001	8.022107e-001
2.528681592768454e-001	8.026310e-001
2.538921592768180e-001	8.030455e-001
2.549161592767906e-001	8.034543e-001
2.559401592767632e-001	8.038577e-001
2.569641592767358e-001	8.042556e-001
2.579881592767084e-001	8.046481e-001
2.590121592766810e-001	8.050353e-001
2.600361592766536e-001	8.054172e-001
2.610601592766262e-001	8.057939e-001
2.620841592765988e-001	8.061656e-001
2.631081592765714e-001	8.065321e-001
2.641321592765440e-001	8.068938e-001
2.651561592765166e-001	8.072505e-001
2.661801592764892e-001	8.076023e-001
2.672041592764618e-001	8.079494e-001
2.682281592764344e-001	8.082919e-001
2.692521592764070e-001	8.086296e-001
2.702761592763796e-001	8.089628e-001
2.713001592763522e-001	8.092914e-001
2.723241592763248e-001	8.096156e-001
2.733481592762974e-001	8.099354e-001
2.743721592762700e-001	8.102509e-001
2.753961592762426e-001	8.105620e-001
2.764201592762152e-001	8.108690e-001
2.774441592761878e-001	8.111718e-001
2.784681592761604e-001	8.114704e-001
2.794921592761330e-001	8.117651e-001
2.805161592761056e-001	8.120558e-001
2.815401592760782e-001	8.123425e-001
2.825641592760508e-001	8.126253e-001
2.835881592760234e-001	8.129042e-001
2.846121592759960e-001	8.131794e-001
2.856361592759686e-001	8.134509e-001
2.866601592759412e-001	8.137187e-001
2.876841592759138e-001	8.139828e-001
2.887081592758864e-001	8.142434e-001
2.897321592758591e-001	8.145004e-001
2.907561592758317e-001	8.147539e-001
2.917801592758043e-001	8.150041e-001
2.928041592757769e-001	8.152508e-001
2.938281592757495e-001	8.154941e-001
2.948521592757221e-001	8.157342e-001
2.958761592756947e-001	8.159710e-001
2.969001592756673e-001	8.162046e-001
2.979241592756399e-001	8.164350e-001
2.989481592756125e-001	8.166624e-001
2.999721592755851e-001	8.168865e-001
3.009961592755577e-001	8.171077e-001
3.020201592755303e-001	8.173259e-001
3.030441592755029e-001	8.175412e-001
3.040681592754755e-001	8.177534e-001
3.050921592754481e-001	8.179629e-001
3.061161592754207e-001	8.181695e-001
3.071401592753933e-001	8.183733e-001
3.081641592753659e-001	8.185742e-001
3.091881592753385e-001	8.187726e-001
3.102121592753111e-001	8.189682e-001
3.112361592752837e-001	8.191611e-001
3.122601592752563e-001	8.193514e-001
3.132841592752289e-001	8.195392e-001
3.143081592752015e-001	8.197244e-001
3.153321592751741e-001	8.199071e-001
3.163561592751467e-001	8.200873e-001
3.173801592751193e-001	8.202651e-001
3.184041592750919e-001	8.204404e-001
3.194281592750645e-001	8.206134e-001
3.204521592750371e-001	8.207840e-001
3.214761592750097e-001	8.209524e-001
3.225001592749823e-001	8.211184e-001
3.235241592749549e-001	8.212822e-001
3.245481592749275e-001	8.214437e-001
3.255721592749001e-001	8.216031e-001
3.265961592748727e-001	8.217604e-001
3.276201592748453e-001	8.219154e-001
3.286441592748179e-001	8.220684e-001
3.296681592747905e-001	8.222193e-001
3.306921592747631e-001	8.223681e-001
3.317161592747357e-001	8.225150e-001
3.327401592747084e-001	8.226598e-001
3.337641592746810e-001	8.228027e-001
3.347881592746536e-001	8.229436e-001
3.358121592746262e-001	8.230827e-001
3.368361592745988e-001	8.232198e-001
3.378601592745714e-001	8.233551e-001
3.388841592745440e-001	8.234885e-001
3.399081592745166e-001	8.236202e-001
3.409321592744892e-001	8.237500e-001
3.419561592744618e-001	8.238781e-001
3.429801592744344e-001	8.240045e-001
3.440041592744070e-001	8.241291e-001
3.450281592743796e-001	8.242521e-001
3.460521592743522e-001	8.243734e-001
3.470761592743248e-001	8.244930e-001
3.481001592742974e-001	8.246110e-001
3.491241592742700e-001	8.247274e-001
3.501481592742426e-001	8.248423e-001
3.511721592742152e-001	8.249555e-001
3.521961592741878e-001	8.250673e-001
3.532201592741604e-001	8.251775e-001
3.542441592741330e-001	8.252863e-001
3.552681592741056e-001	8.253935e-001
3.562921592740782e-001	8.254993e-001
3.573161592740508e-001	8.256037e-001
3.583401592740234e-001	8.257067e-001
3.593641592739960e-001	8.258082e-001
3.603881592739686e-001	8.259084e-001
3.614121592739412e-001	8.260072e-001
3.624361592739138e-001	8.261046e-001
3.634601592738864e-001	8.262008e-001
3.644841592738590e-001	8.262957e-001
3.655081592738316e-001	8.263893e-001
3.665321592738042e-001	8.264815e-001
3.675561592737768e-001	8.265726e-001
3.685801592737494e-001	8.266624e-001
3.696041592737220e-001	8.267510e-001
3.706281592736946e-001	8.268384e-001
3.716521592736672e-001	8.269246e-001
3.726761592736398e-001	8.270096e-001
3.737001592736124e-001	8.270935e-001
3.747241592735850e-001	8.271763e-001
3.757481592735577e-001	8.272579e-001
3.767721592735303e-001	8.273384e-001
3.777961592735029e-001	8.274179e-001
3.788201592734755e-001	8.274962e-001
3.798441592734481e-001	8.275735e-001
3.808681592734207e-001	8.276497e-001
3.818921592733933e-001	8.277249e-001
3.829161592733659e-001	8.277991e-001
3.839401592733385e-001	8.278723e-001
3.849641592733111e-001	8.279445e-001
3.859881592732837e-001	8.280156e-001
3.870121592732563e-001	8.280859e-001
3.880361592732289e-001	8.281552e-001
3.890601592732015e-001	8.282235e-001
3.900841592731741e-001	8.282909e-001
3.911081592731467e-001	8.283575e-001
3.921321592731193e-001	8.284230e-001
3.931561592730919e-001	8.284878e-001
3.941801592730645e-001	8.285516e-001
3.952041592730371e-001	8.286146e-001
3.962281592730097e-001	8.286767e-001
3.972521592729823e-001	8.287380e-001
3.982761592729549e-001	8.287984e-001
3.993001592729275e-001	8.288580e-001
4.003241592729001e-001	8.289168e-001
4.013481592728727e-001	8.289748e-001
4.023721592728453e-001	8.290321e-001
4.033961592728179e-001	8.290885e-001
4.044201592727905e-001	8.291442e-001
4.054441592727631e-001	8.291991e-001
4.064681592727357e-001	8.292533e-001
4.074921592727083e-001	8.293068e-001
4.085161592726809e-001	8.293595e-001
4.095401592726535e-001	8.294115e-001
4.105641592726261e-001	8.294628e-001
4.115881592725987e-001	8.295134e-001
4.126121592725713e-001	8.295634e-001
4.136361592725439e-001	8.296126e-001
4.146601592725165e-001	8.296612e-001
4.156841592724891e-001	8.297091e-001
4.167081592724617e-001	8.297564e-001
4.177321592724343e-001	8.298030e-001
4.187561592724070e-001	8.298490e-001
4.197801592723796e-001	8.298944e-001
4.208041592723522e-001	8.299392e-001
4.218281592723248e-001	8.299833e-001
4.228521592722974e-001	8.300269e-001
4.238761592722700e-001	8.300698e-001
4.249001592722426e-001	8.301122e-001
4.259241592722152e-001	8.301540e-001
4.269481592721878e-001	8.301952e-001
4.279721592721604e-001	8.302359e-001
4.289961592721330e-001	8.302761e-001
4.300201592721056e-001	8.303156e-001
4.310441592720782e-001	8.303547e-001
4.320681592720508e-001	8.303932e-001
4.330921592720234e-001	8.304312e-001
4.341161592719960e-001	8.304687e-001
4.351401592719686e-001	8.305056e-001
4.361641592719412e-001	8.305421e-001
4.371881592719138e-001	8.305781e-001
4.382121592718864e-001	8.306136e-001
4.392361592718590e-001	8.306485e-001
4.402601592718316e-001	8.306831e-001
4.412841592718042e-001	8.307171e-001
4.423081592717768e-001	8.307508e-001
4.433321592717494e-001	8.307839e-001
4.443561592717220e-001	8.308166e-001
4.453801592716946e-001	8.308488e-001
4.464041592716672e-001	8.308806e-001
4.474281592716398e-001	8.309121e-001
4.484521592716124e-001	8.309430e-001
4.494761592715850e-001	8.309735e-001
4.505001592715576e-001	8.310037e-001
4.515241592715302e-001	8.310333e-001
4.525481592715028e-001	8.310627e-001
4.535721592714754e-001	8.310916e-001
4.545961592714480e-001	8.311201e-001
4.556201592714206e-001	8.311483e-001
4.566441592713932e-001	8.311760e-001
4.576681592713658e-001	8.312033e-001
4.586921592713384e-001	8.312304e-001
4.597161592713110e-001	8.312570e-001
4.607401592712836e-001	8.312833e-001
4.617641592712563e-001	8.313092e-001
4.627881592712289e-001	8.313348e-001
4.638121592712015e-001	8.313600e-001
4.648361592711741e-001	8.313849e-001
4.658601592711467e-001	8.314095e-001
4.668841592711193e-001	8.314337e-001
4.679081592710919e-001	8.314575e-001
4.689321592710645e-001	8.314811e-001
4.699561592710371e-001	8.315043e-001
4.709801592710097e-001	8.315272e-001
4.720041592709823e-001	8.315498e-001
4.730281592709549e-001	8.315722e-001
4.740521592709275e-001	8.315942e-001
4.750761592709001e-001	8.316159e-001
4.761001592708727e-001	8.316373e-001
4.771241592708453e-001	8.316584e-001
4.781481592708179e-001	8.316792e-001
4.791721592707905e-001	8.316998e-001
4.801961592707631e-001	8.317201e-001
4.812201592707357e-001	8.317400e-001
4.822441592707083e-001	8.317598e-001
4.832681592706809e-001	8.317792e-001
4.842921592706535e-001	8.317984e-001
4.853161592706261e-001	8.318174e-001
4.863401592705987e-001	8.318360e-001
4.873641592705713e-001	8.318545e-001
4.883881592705439e-001	8.318726e-001
4.894121592705165e-001	8.318906e-001
4.904361592704891e-001	8.319082e-001
4.914601592704617e-001	8.319257e-001
4.924841592704343e-001	8.319429e-001
4.935081592704069e-001	8.319599e-001
4.945321592703795e-001	8.319766e-001
4.955561592703521e-001	8.319932e-001
4.965801592703247e-001	8.320094e-001
4.976041592702973e-001	8.320255e-001
4.986281592702699e-001	8.320414e-001
4.996521592702425e-001	8.320570e-001
